domain,keyword_combinations,predefined_title,predefined_answer,severity_tier,action_url
psychology,i am stressed about failing this final presentation and viva tomorrow or i am completely panicking about my upcoming midterm exam or i cannot focus on my studies because i feel like an academic imposter who will fail,Performance Anxiety Regulation (Ref: P-1681),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,my chest is tight and i am hyperventilating shaking and panicking right now or having an acute panic attack and my heart is racing so fast it scares me or i feel completely numb isolated from everyone and i keep crying for no reason,Severe Overwhelm Crisis Stabilization (Ref: P-1682),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",2,https://university.edu/support/mental_health
relationships,misunderstanding with a friend has created a massive emotional distance between us or dealing with extreme family friction and my parents are constantly judging me or the loneliness is driving me to a complete breakdown and i feel totally abandoned,Communication Disconnection Reframe (Ref: P-1683),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",2,https://university.edu/support/relationships
psychology,this massive assignment deadline is giving me severe test anxiety and task paralysis or i feel super anxious and overwhelmed by my poor grades and low gpa or i feel like i am about to collapse from academic stress,Performance Anxiety Regulation (Ref: P-1684),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",2,https://university.edu/support/psychology
mental_health,i cannot sleep at all because my mind is racing with bad nightmares and insomnia or having an acute panic attack and my heart is racing so fast it scares me or i feel completely numb isolated from everyone and i keep crying for no reason,Somatic Hyper-Arousal Mitigation (Ref: P-1685),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.",2,https://university.edu/support/mental_health
relationships,i feel rejected by my close friends group and the distance is making me sad or caught in a codependent relationship cycle that is destroying my individual independence or my girlfriend lied to me and i have severe trust issues and jealousy problems,Interpersonal Conflict Resolution (Ref: P-1686),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i am completely panicking about my upcoming midterm exam or i am having a complete nervous breakdown over school work or scared of freezing up during my university examinations and ruining my career scores,Academic Evaluation Anxiety (Ref: P-1687),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.",2,https://university.edu/support/psychology
mental_health,i feel completely numb isolated from everyone and i keep crying for no reason or my chest is tight and i am hyperventilating shaking and panicking right now or i cannot sleep at all because my mind is racing with bad nightmares and insomnia,Severe Overwhelm Crisis Stabilization (Ref: P-1688),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,the loneliness is driving me to a complete breakdown and i feel totally abandoned or i am feeling left out ghosted and rejected by someone i deeply care about or had a massive toxic fight and argument with my boyfriend and he is ghosting me,Communication Disconnection Reframe (Ref: P-1689),"-> Clinical Insight: Situational loneliness in college ecosystems is a natural transitional phase, not a permanent reflection of your sociability.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",2,https://university.edu/support/relationships
psychology,i am obsessed with my cgpa calculation and perfectionist expectations are killing me or cramming for this competitive quiz ranking is causing heavy cognitive overload or scared of freezing up during my university examinations and ruining my career scores,Cognitive Overload Management (Ref: P-1690),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",1,https://university.edu/support/psychology
